Št.	Beseda 1	Beseda 2	Ali sta besedi protipomenki? [MŠ1]	Ali sta besedi protipomenki? [MJ]	Ali sta besedi protipomenki? [MŠ2]	Ali sta besedi sopomenki? [MS]	Ali sta besedi protipomenki? [TM]	Ali sta besedi protipomenki? [TVK]	SKUPAJ	ENOTNOST	Glavni problem	Morebitni dodatni problem	
730	kljubovati	kloniti	d	d	d	d	g	d	ddddgd		nedov		
731	kljubovati	podleči	d	d	d	d	g	d	ddddgd		nedov		
732	kljubovati	podvreči	d	n	n	d	g	g	dnndgg		nedov	večpom	
733	kljubovati	popustiti	d	d	d	d	g	d	ddddgd		nedov		
734	kmečki	mesten	d	g	d	d	d	d	dgdddd		kvazi	kontekst	
735	kmečki	urban	d	d	d	d	d	d	dddddd	je protipomenka			
736	kolektiven	distributiven	d	g	g	g	g	d	dggggd		kontekst		
737	komedija	tragedija	d	d	d	d	d	d	dddddd	je protipomenka			
738	komedija	žaloigra	d	d	g	d	d	d	ddgddd		prevzeto		
739	kompatibilnost	nezdružljivost	d	d	d	d	d	d	dddddd	je protipomenka			
740	kompetenca	inkompetenca	d	d	n	d	d	d	ddnddd		ne? (Fran def)		
741	kompetenca	nesposobnost	d	d	n	d	d	d	ddnddd		prevzeto	ne	
742	kompleksen	preprost	d	d	d	d	d	d	dddddd	je protipomenka			
743	komplicirati	simplificirati	d	g	d	d	d	d	dgdddd		kontekst		
744	konkaven	izbokel	g	d	g	g	g	d	gdgggd		prevzeto		
745	konkaven	izbočen	g	d	g	g	g	d	gdgggd		prevzeto		
746	konkaven	konveksen	d	d	d	d	d	d	dddddd	je protipomenka			
747	konkaven	vzbočen	n	n	g	g	g	n	nngggn		prevzeto	zaz	
748	konservativec	liberalec	d	g	d	d	g	d	dgddgd		kontekst		
749	konservativec	liberalka	n	n	n	g	g	d	nnnggd		spol	kvazi, kontekst	
750	konstanten	nestalen	d	d	d	d	d	d	dddddd	je protipomenka			
751	konstanten	omahljiv	n	n	n	g	n	d	nnngnd		kontekst		
752	konstanten	spremenljiv	d	d	d	d	d	d	dddddd	je protipomenka			
753	konstanten	vetrnjaški	g	g	d	g	d	d	ggdgdd		kontekst		
754	kontaminacija	dekontaminacija	d	d	d	d	d	d	dddddd	je protipomenka			
755	kontaminirati	dezinficirati	d	d	d	d	d	d	dddddd	je protipomenka			
756	kontaminirati	razkuževati	d	d	n	d	g	d	ddndgd		prevzeto		
757	kontaminirati	razkužiti	d	d	d	d	g	d	ddddgd		prevzeto	večpom	
758	kontrolirano	nekontrolirano	d	d	d	d	d	d	dddddd	je protipomenka			
759	konvencionalen	nekonvencionalen	d	d	d	d	d	d	dddddd	je protipomenka			
760	konvergenčen	raznosmeren	g	g	g	g	g	d	gggggd		prevzeto	kontekst	
761	konvertibilnost	nezamenljivost	g	g	n	d	g	d	ggndgd		prevzeto	ne	
762	korektno	nekorektno	d	d	d	d	d	d	dddddd	je protipomenka			
763	korenine	potomec	g	n	n	g	g	g	gnnggg		lema	kontekst	
764	korist	cena	n	n	n	n	g	g	nnnngg		kontekst		
765	koristen	kvaren	n	g	g	g	g	d	nggggd		kontekst	tranz	
766	koristen	neugoden	d	g	n	g	g	d	dgnggd		ne	kontekst	
767	koristen	nekoristen	d	d	d	d	d	d	dddddd	je protipomenka			
768	koristen	škodljiv	d	d	d	d	d	d	dddddd	je protipomenka			
769	koristen	nesmotrn	d	n	n	g	g	d	dnnggd		ne	kontekst	
770	koristen	brezploden	d	d	d	g	g	d	dddggd		ne	kontekst	
771	koristen	brezsmotrn	d	n	g	n	g	d	dngngd		ne	zaz	
772	koristen	brezuspešen	d	n	n	n	g	g	dnnngg		ne	zaz	
773	koristen	jalov	d	n	g	g	g	d	dngggd		kontekst		
774	koristen	neporaben	d	d	n	g	d	d	ddngdd		ne	zaz	
775	koristen	neraben	d	n	n	g	d	d	dnngdd		ne	kontekst	
776	koristen	neuporabljiv	d	g	n	g	d	d	dgngdd		ne	zaz	
777	koristen	slab	n	n	n	g	g	d	nnnggd		kontekst		
778	koristno	nekoristno	d	d	d	d	d	d	dddddd	je protipomenka			
779	koristnost	nezdravost	n	n	n	g	g	g	nnnggg		ne	kontekst	
780	koristnost	škodljivost	d	d	d	d	d	d	dddddd	je protipomenka			
781	korputivnost	nepodkupljivost	d	d	d	g	d	d	dddgdd		prevzeto	ne	
782	kosanje	sodelovanje	d	g	n	g	g	d	dgnggd		kontekst		
783	kovinski	nekovinski	d	d	d	d	d	d	dddddd	je protipomenka			
784	krajeven	splošen	d	g	d	g	g	d	dgdggd		kontekst		
785	kralj	kraljica	d	n	g	d	g	g	dngdgg		spol		
786	kratek	visok	d	n	n	n	n	g	dnnnng		kontekst	drugo	
787	kratkobeseden	gostobeseden	d	d	d	n	d	d	dddndd		zaz		
788	kratkobeseden	zgovoren	d	d	d	n	d	d	dddndd		zaz		
789	kratkovidnost	dalekovidnost	d	g	g	g	d	d	dgggdd		zaz		
790	kratkovidnost	daljnovidnost	d	d	d	d	d	d	dddddd	je protipomenka			
791	kratkovidnost	hipermetropija	g	g	g	g	g	g	gggggg		prevzeto		
792	kredibilnost	neverjetnost	g	n	n	g	d	d	gnngdd		prevzeto	večpom	
793	kreditodajalec	dolžnica	n	n	g	g	d	d	nnggdd		spol		
794	kreditodajalec	dolžnik	d	d	d	d	d	d	dddddd	je protipomenka			
795	kreniti	ustaviti	d	d	d	d	g	g	ddddgg		povrat		
796	krepek	šibek	d	d	d	d	d	d	dddddd	je protipomenka			
797	krilat	brezkrilen	d	d	d	g	d	d	dddgdd		zaz	kontekst	
798	kritično	nekritično	d	d	d	d	d	d	dddddd	je protipomenka			
799	krivulja	premica	d	n	d	d	d	d	dndddd		kvazi		
800	krožen	kvadraten	d	n	d	n	g	g	dndngg		kvazi		
801	krščanski	nekrščanski	d	d	d	d	d	d	dddddd	je protipomenka			
802	kršiti	spoštovati	d	d	d	d	d	d	dddddd	je protipomenka			
803	kršiti	upoštevati	d	d	g	d	d	d	ddgddd		večpom		
804	krutost	človeškost	n	n	n	g	d	d	nnngdd		kontekst		
805	krutost	človečnost	n	n	d	d	d	d	nndddd		kontekst		
806	kuhan	presen	d	d	d	d	d	d	dddddd	je protipomenka			
807	kuhan	surov	d	d	d	d	d	d	dddddd	je protipomenka			
808	kupiti	prodati	d	d	d	d	d	d	dddddd	je protipomenka			
809	kupljiv	nekuranten	g	g	n	g	g	d	ggnggd		ne	zaz	
810	kupljiv	neprodajen	d	n	g	g	g	d	dngggd		ne	zaz	
811	kupljivost	nepodkupljivost	n	n	g	g	g	d	nngggd		ne		
812	kupovati	prodajati	d	d	d	d	d	d	dddddd	je protipomenka			
813	kvadraten	okrogel	d	n	d	n	g	g	dndngg		kvazi		
814	kvantitativen	kvalitativen	d	d	d	d	d	d	dddddd	je protipomenka			
815	kvaren	ugoden	n	d	g	g	g	d	ndgggd		kontekst		
816	lačen	nasičen	n	n	d	d	g	d	nnddgd		večpom	zaz	
817	lačen	sit	d	d	d	d	d	d	dddddd	je protipomenka			
818	lagodno	nelagodno	d	d	d	d	d	d	dddddd	je protipomenka			
819	lagodnost	neugodje	d	g	n	d	d	d	dgnddd		ne	kontekst	
820	lagodnost	nelagodje	d	g	d	d	d	d	dgdddd		ne		
821	lahek	temen	n	n	n	n	n	n	nnnnnn	ni protipomenka			
822	lahek	zahteven	d	d	d	d	d	d	dddddd	je protipomenka			
823	lahek	težaven	d	d	d	d	d	d	dddddd	je protipomenka			
824	lahek	sestavljen	n	n	n	g	g	n	nnnggn		NI		
825	lahkoveren	neveren	d	n	n	n	g	d	dnnngd		ne	kontekst	
826	lahkoveren	nezaupljiv	d	d	d	d	d	d	dddddd	je protipomenka			
827	lažen	resničen	d	d	d	d	d	d	dddddd	je protipomenka			
828	lažniv	resnicoljuben	d	d	d	d	d	d	dddddd	je protipomenka			
829	lažnivost	resnicoljubnost	d	d	d	d	d	d	dddddd	je protipomenka			
830	legalen	ilegalen	d	d	d	d	d	d	dddddd	je protipomenka			
831	legalen	nelegalen	d	d	d	d	d	d	dddddd	je protipomenka			
832	legalno	nelegalno	d	d	d	d	d	d	dddddd	je protipomenka			
833	legalnost	ilegalnost	d	d	d	d	d	d	dddddd	je protipomenka			
834	legalnost	nelegalnost	d	d	d	d	d	d	dddddd	je protipomenka			
835	legalnost	nepostavnost	g	n	n	g	g	d	gnnggd		ne	zaz	
836	legalnost	nezakonitost	d	d	g	d	d	d	ddgddd		ne		
837	legalnost	protipravnost	d	d	n	g	d	d	ddngdd		prevzeto	kontekst	
838	legalnost	protizakonitost	d	d	g	d	d	d	ddgddd		prevzeto	kontekst	
839	lenariti	prizadevati	d	n	g	g	g	g	dngggg		povrat		
840	lenariti	truditi	d	d	d	d	g	g	ddddgg		povrat		
841	likvidnost	insolvenca	g	d	d	d	g	d	gdddgd		zaz		
842	likvidnost	insolventnost	g	d	d	d	g	d	gdddgd		zaz		
843	likvidnost	konkurz	g	g	g	g	g	g	gggggg		kontekst	zaz	
844	likvidnost	nesolventnost	g	d	d	d	g	d	gdddgd		ne	zaz	
845	likvidnost	nelikvidnost	d	d	d	d	g	d	ddddgd		ne	zaz	
846	linearno	nelinearno	d	d	d	d	d	d	dddddd	je protipomenka			
847	listnat	igličast	d	n	d	d	g	g	dnddgg		kvazi	zaz	
848	ljubezen	mržnja	d	d	d	d	d	d	dddddd	je protipomenka			
849	ljubezen	sovraštvo	d	d	d	d	d	d	dddddd	je protipomenka			
850	ljubiti	sovražiti	d	d	d	d	d	d	dddddd	je protipomenka			
851	ljubiti	črtiti	d	d	d	d	d	d	dddddd	je protipomenka			
852	ljubkost	okornost	d	n	n	d	g	d	dnndgd		kontekst		
853	ločen	združen	d	d	d	d	d	d	dddddd	je protipomenka			
854	ločevanje	enotnost	n	n	n	g	g	d	nnnggd		kontekst		
855	ločevanje	povezanost	n	n	n	g	d	d	nnngdd		ne/dov. glag. tvor.	kontekst	
856	ločevanje	unija	n	n	n	g	d	d	nnngdd		dejanje in stanje	prevzeto	
857	ločevanje	združenost	n	n	n	g	d	d	nnngdd		ne/dov. glag. tvor.	kontekst	
858	ločitev	povezava	d	g	n	d	d	d	dgnddd		kontekst		
859	ločitev	zveza	d	d	d	d	d	d	dddddd	je protipomenka			
860	ločitev	enotnost	d	n	g	d	g	d	dngdgd		kontekst		
861	ločitev	unija	d	d	n	d	g	d	ddndgd		prevzeto	kontekst	
862	ločiti	poročiti	d	d	d	d	g	d	ddddgd		povrat	kontekst	
863	ločiti	spojiti	d	d	d	d	d	d	dddddd	je protipomenka			
864	ločiti	združiti	d	d	d	d	d	d	dddddd	je protipomenka			
865	ločiti	zediniti	d	d	d	d	d	d	dddddd	je protipomenka			
866	logično	nelogično	d	d	d	d	d	d	dddddd	je protipomenka			
867	logičnost	nedoslednost	n	n	n	n	n	d	nnnnnd		ne	kontekst	
868	logičnost	nelogičnost	d	d	d	d	d	d	dddddd	je protipomenka			
869	lomljivost	nezlomljivost	d	d	g	d	d	d	ddgddd		ne		
870	lotiti	končati	d	d	d	d	g	g	ddddgg		povrat		
871	lotiti	odnehati	d	d	n	d	g	g	ddndgg		povrat		
872	lotiti	prenehati	d	d	d	d	g	g	ddddgg		povrat		
873	luknjičavost	trdnost	n	n	n	g	g	g	nnnggg		kontekst	večpom	
874	majavost	neomajnost	d	n	n	d	d	d	dnnddd		ne	večpom	
875	majavost	trdnost	d	d	d	d	d	d	dddddd	je protipomenka			
876	majavost	čvrstost	d	n	d	d	d	d	dndddd		večpom		
877	majhen	visok	d	d	d	n	d	d	dddndd		kontekst	drugo	
878	makroskopski	mikroskopski	d	d	d	d	d	d	dddddd	je protipomenka			
879	maksimalen	majhen	d	n	n	n	g	d	dnnngd		stop		
880	maksimalen	minimalen	d	d	d	d	d	d	dddddd	je protipomenka			
881	maksimalen	najmanjši	d	n	g	g	d	d	dnggdd		lema	kontekst	
882	maksimum	minimum	d	d	d	d	d	d	dddddd	je protipomenka			
883	malo	nemalo	d	n	n	d	d	d	dnnddd		JE		
884	malokdaj	navadno	d	g	d	d	d	d	dgdddd		JE		
885	malokdaj	normalno	d	g	n	d	d	g	dgnddg		večpom	kontekst	
886	malokdaj	običajno	d	d	d	d	d	d	dddddd	je protipomenka			
887	malokdaj	redno	d	d	d	d	d	d	dddddd	je protipomenka			
888	malokdaj	vsakdanje	d	n	g	g	d	g	dnggdg		kontekst		
889	malokrat	nemalokrat	d	d	d	d	d	d	dddddd	je protipomenka			
890	maloštevilnost	obilje	d	g	n	g	g	d	dgnggd		kontekst		
891	mama	oče	d	n	d	d	g	d	dnddgd		spol		
892	mama	oči	n	n	g	d	g	d	nngdgd		spol	zaz	
893	mama	ati	n	n	g	d	g	d	nngdgd		spol	zaz	
894	manj	bolj	d	d	d	d	d	d	dddddd	je protipomenka			
895	manjkati	biti	d	g	n	g	g	d	dgnggd		gš		
896	manjkati	imeti	d	n	d	g	g	d	dndggd		gš		
897	manjšanje	povečevanje	n	g	d	g	d	d	ngdgdd		ne/dov. glag. tvor.		
898	manjšanje	povišanje	n	n	d	n	d	d	nndndd		ne/dov. glag. tvor.	zaz	
899	manjšanje	porast	d	d	d	g	d	d	dddgdd		dejanje in stanje		
900	manjšanje	povečanje	d	d	d	g	d	d	dddgdd		ne/dov. glag. tvor.		
901	manjšanje	zvečanje	d	d	d	g	d	d	dddgdd		ne/dov. glag. tvor.		
902	manjšanje	zvišanje	n	n	d	n	d	d	nndndd		kontekst	drugo	
903	manjšanje	rast	d	g	d	d	d	d	dgdddd		kontekst	zaz	
904	manjšati	zvečati	d	d	d	g	d	d	dddgdd		ne/dov. glag. tvor.	drugo	
905	materialno	nematerialno	d	d	d	d	d	d	dddddd	je protipomenka			
906	mejna	brezmejna	d	n	n	d	d	d	dnnddd		ne	kontekst	
907	mesen	brezmesen	d	d	d	d	d	d	dddddd	je protipomenka			
908	mesten	podeželski	d	g	d	d	d	d	dgdddd		nedol		
909	mesten	ruralen	d	g	d	d	d	d	dgdddd		prevzeto		
910	mikati	odbijati	d	g	d	d	d	d	dgdddd		večpom		
911	milost	nemilost	d	d	d	d	d	d	dddddd	je protipomenka			
912	minulost	bodočnost	d	d	d	d	d	d	dddddd	je protipomenka			
913	minulost	prihodnost	d	d	g	d	d	d	ddgddd		zaz		
914	minus	prednost	d	n	d	g	d	d	dndgdd		večpom	kontekst	
915	mir	vojna	d	d	d	d	d	d	dddddd	je protipomenka			
916	mir	nemir	d	d	d	d	d	d	dddddd	je protipomenka			
917	mira	nemira	dg	g	d	g	g	g	dggdggg		lema		
918	miren	nemiren	d	d	d	d	d	d	dddddd	je protipomenka			
919	miren	živ	d	n	g	d	d	d	dngddd		kontekst		
920	miriti	prebuditi	g	n	n	g	d	g	gnngdg		nedov		
921	miriti	zbuditi	d	n	n	g	d	g	dnngdg		nedov		
922	mirno	nemirno	d	d	d	d	d	d	dddddd	je protipomenka			
923	mirovati	premikati	d	d	d	d	d	g	dddddg		povrat		
924	mlad	prejšnji	n	n	n	g	g	n	nnnggn		kontekst		
925	mnogoboštvo	monoteizem	g	d	d	d	d	d	gddddd		prevzeto		
926	mnogokrat	izjemoma	d	d	d	d	d	d	dddddd	je protipomenka			
927	mnogokrat	malokdaj	d	d	d	d	d	d	dddddd	je protipomenka			
928	mnogokrat	poredko	d	d	d	d	d	d	dddddd	je protipomenka			
929	mobilen	negiben	d	d	n	d	d	d	ddnddd		ne	prevzeto	
930	mobilizacija	demobilizacija	d	d	d	d	d	d	dddddd	je protipomenka			
931	moč	slabotnost	d	d	d	d	d	d	dddddd	je protipomenka			
932	moč	brezmočnost	d	g	n	d	d	d	dgnddd		ne	zaz	
933	moč	impotenca	d	g	n	g	d	d	dgngdd		prevzeto	kontekst	
934	moč	nemoč	d	d	d	d	d	d	dddddd	je protipomenka			
935	močen	impotenten	d	g	n	g	d	d	dgngdd		prevzeto	kontekst	
936	močen	nemočen	d	d	d	d	d	d	dddddd	je protipomenka			
937	močno	nemočno	d	g	d	d	d	d	dgdddd		ne		
938	moder	naiven	d	d	n	d	g	d	ddndgd		večpom	kontekst	
939	modrost	omejenost	d	n	g	g	d	d	dnggdd		večpom		
940	mogoč	dejanski	d	d	d	d	d	g	dddddg		stop		
941	mogoč	pravi	d	n	n	g	d	g	dnngdg		kontekst		
942	mogoč	sedanji	n	n	n	g	g	n	nnnggn		kontekst		
943	mogoča	nemogoča	d	d	d	d	d	d	dddddd	je protipomenka			
944	mogoče	nemogoče	d	d	d	d	d	d	dddddd	je protipomenka			
945	mogočen	brezmočen	d	d	d	g	g	d	dddggd		ne	zaz	
946	mogočen	nebogljen	d	d	d	g	d	d	dddgdd		kontekst		
947	mogočen	nemočen	d	d	n	g	g	d	ddnggd		ne	kontekst	
948	mogočen	šibek	d	d	d	d	d	d	dddddd	je protipomenka			
949	moker	suh	d	d	d	d	d	d	dddddd	je protipomenka			
950	monofonija	polifonija	d	g	d	d	d	d	dgdddd		kvazi		
951	moralno	nemoralno	d	d	d	d	d	d	dddddd	je protipomenka			
952	morebiten	nemogoč	d	n	n	d	d	d	dnnddd		stop		
953	mortalnost	neminljivost	d	n	n	g	d	d	dnngdd		ne	prevzeto	
954	mortalnost	nesmrtnost	d	g	d	d	d	d	dgdddd		ne	prevzeto	
955	moteno	nemoteno	d	d	d	d	d	d	dddddd	je protipomenka			
956	motiti	izpustiti	n	n	n	g	g	g	nnnggg		kontekst		
957	motiti	osvoboditi	n	n	n	g	g	g	nnnggg		kontekst		
958	mož	soproga	n	n	g	d	g	g	nngdgg		spol		
959	mož	žena	d	n	d	d	g	g	dnddgg		spol		
960	možat	ženstven	d	g	d	d	d	d	dgdddd		JE		
961	možen	fantastičen	d	n	g	n	g	d	dngngd		večpom	stop	
962	možen	neverjeten	d	d	n	d	d	d	ddnddd		večpom	stop	
963	mršavost	tolstost	g	d	d	d	d	d	gddddd		zaz		
964	mrtev	živahen	d	n	n	g	g	g	dnnggg		kontekst		
965	mrziti	ljubiti	d	d	d	d	d	d	dddddd	je protipomenka			
966	muhast	nespremenljiv	d	n	d	g	d	d	dndgdd		ne	večpom	
967	muhast	stalen	g	n	d	g	d	d	gndgdd		večpom		
968	muhast	stanoviten	g	d	d	d	d	d	gddddd		večpom		
969	muhast	trajen	g	n	n	g	d	d	gnngdd		kontekst		
970	muhavost	nespremenljivost	g	n	d	g	d	d	gndgdd		ne	večpom	
971	nabornik	prostovoljec	d	d	d	d	g	d	ddddgd		kontekst		
972	nacionalizacija	denacionalizacija	d	d	d	d	d	d	dddddd	je protipomenka			
973	nacionalizacija	potujčevanje	d	n	n	g	d	d	dnngdd		prevzeto	kontekst	
974	nacionalizacija	raznaroditev	d	g	n	g	d	d	dgngdd		prevzeto	zaz	
975	nacionalizacija	raznarodovanje	d	g	n	g	d	d	dgngdd		prevzeto	kontekst	
976	načrtovano	nenačrtovano	d	d	d	d	d	d	dddddd	je protipomenka			
977	nadaljevanje	pavziranje	d	d	d	d	d	d	dddddd	je protipomenka			
978	nadaljevanje	prekinitev	d	d	d	d	d	d	dddddd	je protipomenka			
979	nadaljevanje	ustavitev	d	d	d	d	d	d	dddddd	je protipomenka			
980	nadaljevati	nehati	d	d	d	d	g	d	ddddgd		nedov		
981	nadaljevati	odnehati	d	d	d	d	g	d	ddddgd		nedov		
982	nadaljevati	prekiniti	d	d	d	d	g	d	ddddgd		nedov		
983	nadaljevati	prenehati	d	d	d	d	g	d	ddddgd		nedov		
984	nadarjenost	nenadarjenost	d	d	d	d	d	d	dddddd	je protipomenka			
985	nadomestljiv	nenadomestljiv	d	d	d	d	d	d	dddddd	je protipomenka			
986	nadomestljiv	nepopravljiv	d	n	n	g	n	d	dnngnd		ne	kontekst	
987	nadzorovano	nenadzorovano	d	d	d	d	d	d	dddddd	je protipomenka			
988	nagajiv	resen	d	d	g	d	d	d	ddgddd		kontekst		
989	nagajiv	trezen	n	n	n	g	g	d	nnnggd		kontekst		
990	naiven	oprezen	n	n	n	d	g	d	nnndgd		kontekst		
991	naiven	premeten	n	d	d	d	g	d	ndddgd		kontekst		
992	najmanj	najbolj	d	d	d	d	d	d	dddddd	je protipomenka			
993	najti	izgubiti	d	d	d	d	d	d	dddddd	je protipomenka			
994	najti	zgubiti	d	d	d	g	d	d	dddgdd		večpom		
995	naklepen	nenameren	d	d	d	d	d	d	dddddd	je protipomenka			
996	naklonjen	mrzel	d	n	n	g	d	g	dnngdg		večpom		
997	naklonjenost	neugodnost	d	n	n	g	g	d	dnnggd		ne	kontekst	
998	naklonjenost	nenaklonjenost	d	d	d	d	d	d	dddddd	je protipomenka			
999	nalaganje	izkladanje	d	g	g	d	d	d	dggddd		zaz		
1000	nalaganje	iztovarjanje	d	d	d	d	d	d	dddddd	je protipomenka			
1001	nalaganje	razkladanje	d	d	d	d	d	d	dddddd	je protipomenka			
1002	nalaganje	raztovarjanje	d	d	d	d	d	d	dddddd	je protipomenka			
1003	namensko	nenamensko	d	d	d	d	d	d	dddddd	je protipomenka			
1004	nameren	nenameren	d	d	d	d	d	d	dddddd	je protipomenka			
1005	nameren	nepredviden	n	n	d	d	g	g	nnddgg		ne	kontekst	
1006	nameren	nehoten	d	d	d	d	d	d	dddddd	je protipomenka			
1007	namerno	nenamerno	d	d	d	d	d	d	dddddd	je protipomenka			
1008	namernost	brezciljnost	d	d	d	d	d	d	dddddd	je protipomenka			
1009	namernost	brezsmotrnost	d	n	n	g	g	d	dnnggd		ne	zaz	
1010	namernost	nesmotrnost	d	n	n	d	g	d	dnndgd		ne	kontekst	
1011	napačen	pravilen	d	d	d	d	d	d	dddddd	je protipomenka			
1012	napačen	pristen	d	n	n	g	n	g	dnngng		kontekst		
1013	napačnost	točnost	d	g	d	d	n	d	dgddnd		večpom		
1014	napad	protinapad	d	d	n	d	d	d	ddnddd		kvazi	kontekst	
1015	napasti	braniti	d	d	d	d	d	d	dddddd	je protipomenka			
1016	napeti	sprostiti	d	d	d	d	d	d	dddddd	je protipomenka			
1017	napolniti	sprožiti	d	g	n	g	g	g	dgnggg		kontekst		
1018	napovedano	nenapovedano	d	d	d	d	d	d	dddddd	je protipomenka			
1019	narasti	upasti	d	d	d	d	d	d	dddddd	je protipomenka			
1020	narasti	izgubljati	n	n	n	g	d	d	nnngdd		nedov	povrat	
1021	narasti	manjšati	g	n	d	g	g	g	gndggg		nedov	povrat	
1022	narasti	pasti	d	d	d	d	d	d	dddddd	je protipomenka	JE		
1023	narasti	pojemati	d	d	d	g	d	d	dddgdd		nedov		
1024	narasti	poleči	d	n	d	g	g	g	dndggg		povrat		
1025	narasti	spuščati	d	n	n	g	g	g	dnnggg		nedov	povrat	
1026	narasti	upadati	d	n	d	g	d	d	dndgdd		nedov		
1027	narasti	uplahniti	d	d	d	d	d	d	dddddd	je protipomenka			
1028	narasti	zgoditi	n	n	n	n	n	n	nnnnnn	ni protipomenka			
1029	narasti	zmanjšati	d	n	d	g	d	g	dndgdg		kontekst	drugo	
1030	narasti	znižati	d	n	d	d	g	d	dnddgd		povrat		
1031	narasti	zniževati	n	n	n	g	g	d	nnnggd		nedov		
1032	naraven	umeten	d	d	d	d	d	d	dddddd	je protipomenka			
1033	naraven	nadnaraven	d	d	d	d	g	g	ddddgg		kvazi	kontekst	
1034	naraven	oster	n	n	n	n	n	g	nnnnng		NI		
1035	naravno	nenaravno	d	d	d	d	d	d	dddddd	je protipomenka			
1036	naravnost	izumetičenost	g	n	d	d	d	d	gndddd		zatipk		
1037	naravnost	narejenost	d	g	d	d	d	d	dgdddd		večpom		
1038	narazen	skupaj	d	d	d	d	d	d	dddddd	je protipomenka			
1039	narisati	zbrisati	d	d	d	d	d	d	dddddd	je protipomenka			
1040	narobe	prav	d	d	d	d	d	d	dddddd	je protipomenka			
1041	naseljen	brezljuden	d	g	g	d	d	d	dggddd		ne	zaz	
1042	naseljen	nenaseljen	d	d	d	d	d	d	dddddd	je protipomenka			
1043	naseljen	neobljuden	g	d	d	d	d	d	gddddd		ne		
1044	naseljen	neposeljen	d	d	d	d	d	d	dddddd	je protipomenka			
1045	naseljen	opustel	d	d	d	d	d	d	dddddd	je protipomenka			
1046	nasiten	nenasiten	d	d	g	d	d	d	ddgddd		ne	večpom	
1047	nasitljiv	nenasiten	g	n	n	d	d	d	gnnddd		ne		
1048	nasitljiv	nenasitljiv	d	d	d	d	d	d	dddddd	je protipomenka			
1049	naslednji	prejšnji	d	d	d	d	d	d	dddddd	je protipomenka			
1050	naslednji	pretekel	d	g	d	g	g	d	dgdggd		stop	kontekst	
1051	nasmejati	prejokati	g	n	n	d	g	d	gnndgd		povrat		
1052	nasmejati	zjokati	d	d	n	d	g	g	ddndgg		povrat		
1053	natančen	nenatančen	d	d	d	d	d	d	dddddd	je protipomenka			
1054	natančen	netočen	d	d	d	d	d	d	dddddd	je protipomenka			
1055	natančen	pogrešen	d	n	n	g	g	d	dnnggd		zaz		
1056	natančen	nepravilen	d	g	d	g	g	d	dgdggd		ne	kontekst	
1057	natančno	nenatančno	d	d	d	d	d	d	dddddd	je protipomenka			
1058	natovoriti	iztovarjati	n	n	g	g	g	d	nngggd		nedov		
1059	natovoriti	iztovoriti	d	d	d	d	d	d	dddddd	je protipomenka			
1060	natovoriti	osvoboditi	d	n	n	n	g	g	dnnngg		kontekst		
1061	natovoriti	razbremeniti	d	n	d	g	d	d	dndgdd		kontekst		
1062	natovoriti	raztovoriti	d	d	d	d	d	d	dddddd	je protipomenka			
1063	navaden	izreden	d	g	d	d	g	d	dgddgd		večpom		
1064	navaden	nenavaden	d	d	d	d	d	d	dddddd	je protipomenka			
1065	navadno	izredno	d	g	d	d	g	d	dgddgd		večpom		
1066	navadno	nenavadno	d	d	d	d	d	d	dddddd	je protipomenka			
1067	navadno	zelo	g	n	n	n	n	n	gnnnnn		NI		
1068	navdušen	mrzel	g	g	n	g	d	g	ggngdg		večpom		
1069	navduševati	iztrezniti	g	n	n	g	g	g	gnnggg		nedov	zaz	
1070	navduševati	razočarati	d	g	d	d	d	d	dgdddd		nedov		
1071	navduševati	strezniti	g	g	n	g	g	g	ggnggg		nedov		
1072	naviti	odviti	d	d	d	d	d	d	dddddd	je protipomenka			
1073	naviti	razmotati	g	d	d	g	g	d	gddggd		večpom		
1074	naviti	razviti	d	d	n	d	g	d	ddndgd		kontekst		
1075	navpičen	vodoraven	d	d	d	d	d	d	dddddd	je protipomenka			
1076	navzdol	navzgor	d	d	d	d	d	d	dddddd	je protipomenka			
1077	navznoter	navzven	d	d	d	d	d	d	dddddd	je protipomenka			
1078	navzočnost	odsotnost	d	d	d	d	d	d	dddddd	je protipomenka			
1079	nazadnje	nenazadnje	d	n	n	d	d	d	dnnddd		ne	kontekst	
1080	nazadovanje	napredovanje	d	d	d	d	d	d	dddddd	je protipomenka			
1081	nazadovati	izboljšati	d	n	d	g	d	d	dndgdd		nedov	povrat	
1082	nazadovati	meliorirati	d	g	n	g	d	d	dgngdd		prevzeto		
1083	nazadovati	poboljšati	d	n	g	g	d	d	dnggdd		nedov	povrat	
1084	nazaj	naprej	d	d	d	d	d	d	dddddd	je protipomenka			
1085	neaktivnost	dejavnost	d	d	d	d	d	d	dddddd	je protipomenka			
1086	nebesa	pekel	d	d	d	d	d	d	dddddd	je protipomenka			
1087	nebesa	inferno	d	d	g	d	d	d	ddgddd		prevzeto		
1088	nebistven	nujen	d	d	d	d	d	d	dddddd	je protipomenka			
1089	nebistven	pomemben	d	d	g	d	g	d	ddgdgd		ne		
1090	nebistven	temeljen	d	d	d	d	d	d	dddddd	je protipomenka			
1091	nečak	nečakinja	d	n	d	d	g	g	dnddgg		spol		
1092	neciviliziran	krščanski	n	n	n	n	n	n	nnnnnn	ni protipomenka			
1093	nedeljiv	deljiv	d	d	d	d	d	d	dddddd	je protipomenka			
